,LOB,CategoryRetail,subcategory,category,division,WhsCode,SaleWithoutTax,SaleTarget,TargetAchv,Targetshortfall,TMSalesMix,LMSalesMix,SaleWithoutTax_l,momsale,SaleWithoutTax_p,yoysale,tgt_margin,margin,lm_margin,ly_margin,mom_margin,asp_tm,asp_lm,asp_mom,nm%achv,yoynm%,RGM,RGMTarget,rgmachv,RGM_l,rgmmom,RGM_p,rgmyoy,FinalValueDamaged,TGTDamage,damageachv%,damage_to_sale,FinalValueDamaged_l,damage_mom,FinalValueDamaged_p,damage_yoy,FinalValueFreshDump,TGTFreshDump,freshdumpachv%,freshdump_to_sale,FinalValueFreshDump_l,freshdump_mom,FinalValueFreshDump_p,freshdump_yoy,FinalValueShrinkage,TGTShrinkage,shrinkageachv%,shrinkage_to_sale,FinalValueShrinkage_l,shrinkage_mom
108,Fashion,Kids Apparels,Girls wear,Kids apparels,Fashion,STR01,4510.84,25060.06,18.0,-20549.22,0.54,1.13,3590.33,25.64,5495.52,-17.92,16.52,14.25,18.55,38.69,-4.31,278.61,342.71,-0.19,86.25,-24.44,642.64,4139.32,15.53,666.13,-3.53,2126.11,-69.77,0.0,112.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91,0.0,0.0,0.0,0.0
109,GM Home,Utensils,Kitchen tool,Kitchen tools & accessories,GM Houseware,STR01,3712.51,9039.98,41.07,-5327.47,0.45,0.6,1914.25,93.94,4244.64,-12.54,31.37,14.07,38.26,24.04,-24.19,125.5,129.25,-0.03,44.85,-9.97,522.36,2836.02,18.42,732.34,-28.67,1020.29,-48.8,0.0,40.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.04,0.0,0.0,0.0,0.0
110,GM Home,Plastic,Kitchen storage & utility,Lunch box sippers & bottles,GM Houseware,STR01,4517.26,0.0,0.0,0.0,0.54,0.22,707.0,538.93,1320.52,242.08,0.0,20.15,21.14,24.55,-0.99,123.96,117.66,0.05,0.0,-4.4,910.32,0.0,0.0,149.45,509.11,324.23,180.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-371.7,0.0,0.0,-8.23,0.0,0.0
111,GM Home,Plastic,Kitchen tool,Lunch box sippers & bottles,GM Houseware,STR01,98.39,0.0,0.0,0.0,0.01,0.0,0.0,0.0,58.47,68.27,0.0,-37.21,0.0,23.04,0.0,38.7,0.0,0.0,0.0,-60.25,-36.61,0.0,0.0,0.0,0.0,13.47,-371.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,GM Home,Plastic,Thermoware,Lunch box sippers & bottles,GM Houseware,STR01,3875.16,10089.18,38.41,-6214.02,0.46,-0.01,-42.34,-9252.48,3293.11,17.67,23.8,1.55,52.29,16.28,-50.74,203.04,0.0,-1.0,6.5,-14.74,59.96,2401.43,2.5,-22.14,-370.82,536.21,-88.82,0.0,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.92,0.0,0.0,0.0,0.0,0.0,0.0,-1825.0,40.22,-4537.54,-47.09,0.0,0.0
113,Food,FMCG NON FOOD,Face care,Make up,FMCG Non Food,STR01,124.58,0.0,0.0,0.0,0.01,0.0,0.0,0.0,180.85,-31.11,0.0,22.43,0.0,13.4,0.0,147.0,0.0,0.0,0.0,9.03,27.94,0.0,0.0,0.0,0.0,24.23,15.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Food,FMCG NON FOOD,Personal grooming,Make up,FMCG Non Food,STR01,161.8,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1198.25,-86.5,0.0,-1.48,0.0,19.76,0.0,94.15,0.0,0.0,0.0,-21.24,-2.4,0.0,0.0,0.0,0.0,236.73,-101.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Home Fashion,Home Fashion,Mats,Mats & carpets,Home Fashion,STR01,2836.32,1950.89,145.39,885.43,0.34,0.16,523.77,441.52,3951.73,-28.23,27.0,28.68,44.82,27.63,-16.15,179.28,299.4,-0.4,106.21,1.05,813.32,526.73,154.41,234.77,246.43,1091.79,-25.51,0.0,8.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78,0.0,0.0,0.0,0.0
116,Fashion,Mens Apparel,Formal wear,Mens apparel,Fashion,STR01,951.35,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,-11.95,0.0,0.0,0.0,998.92,0.0,0.0,0.0,0.0,-113.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Fashion,Mens Apparel,Mens casual wear,Mens apparel,Fashion,STR01,23940.36,81857.45,29.25,-57917.09,2.87,2.24,7119.54,236.26,16369.84,46.25,17.62,13.59,31.58,34.86,-17.99,418.96,498.37,-0.16,77.12,-21.27,3253.38,14423.48,22.56,2248.62,44.68,5707.1,-42.99,0.0,368.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.79,0.0,0.0,0.0,0.0,0.0,0.0,110.0,326.36,33.71,0.46,0.0,0.0
118,Fashion,Mens Apparel,Mens ethnic wear,Mens apparel,Fashion,STR01,950.6,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,-85.15,0.0,0.0,0.0,499.07,0.0,0.0,0.0,0.0,-809.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Fashion,Mens Apparel,Mens formal wear,Mens apparel,Fashion,STR01,284.79,0.0,0.0,0.0,0.03,0.0,0.0,0.0,1272.46,-77.62,0.0,-32.47,0.0,-0.99,0.0,299.03,0.0,0.0,0.0,-31.48,-92.47,0.0,0.0,0.0,0.0,-12.54,637.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,-0.25,0.0,0.0
120,Fashion,Mens Apparel,Mens undergarments,Mens apparel,Fashion,STR01,2327.14,2713.13,85.77,-385.99,0.28,0.36,1147.62,102.78,4172.09,-44.22,13.74,18.13,25.7,23.0,-7.57,407.25,301.25,0.35,131.92,-4.87,421.94,372.89,113.15,294.91,43.07,959.66,-56.03,0.0,12.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,-60.76,10.82,-561.55,-2.61,0.0,0.0
121,Food,BAKERY DAIRY & FROZEN,Dairy,Milk & milk products,Bakery Dairy & Frozen,STR01,1651.64,0.0,0.0,0.0,0.2,0.23,727.17,127.13,2569.93,-35.73,0.0,1.5,6.96,4.48,-5.46,30.08,47.72,-0.37,0.0,-2.97,24.81,0.0,0.0,50.63,-51.0,115.04,-78.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Food,BAKERY DAIRY & FROZEN,Mutton,Mutton,Bakery Dairy & Frozen,STR01,3792.0,0.0,0.0,0.0,0.45,0.99,3136.25,20.91,698.0,443.27,0.0,3.29,-0.8,11.17,4.09,635.81,625.0,0.02,0.0,-7.89,124.74,0.0,0.0,-25.09,-597.17,78.0,59.92,0.0,0.0,0.0,0.0,307.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,1849.1,0.0,0.0,48.76,189.5,875.78
123,Food,BAKERY DAIRY & FROZEN,Frozen food,Non vegetarian,Bakery Dairy & Frozen,STR01,223.88,0.0,0.0,0.0,0.03,0.43,1378.25,-83.76,1142.62,-80.41,0.0,11.77,11.14,13.03,0.63,250.75,257.28,-0.03,0.0,-1.26,26.34,0.0,0.0,153.52,-82.84,148.88,-82.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Food,BAKERY DAIRY & FROZEN,Poultry,Non vegetarian,Bakery Dairy & Frozen,STR01,3874.0,0.0,0.0,0.0,0.46,0.69,2200.0,76.09,0.0,0.0,0.0,-22.85,-4.71,0.0,-18.13,149.0,183.33,-0.19,0.0,0.0,-885.15,0.0,0.0,-103.71,753.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Food,FMCG FOOD,Noodles & pasta,Noodles pasta & soups,FMCG Food,STR01,7877.11,26302.47,29.95,-18425.36,0.95,0.91,2891.08,172.46,14782.06,-46.71,0.7,-9.25,1.95,-13.73,-11.21,53.2,40.37,0.32,-1314.97,4.47,-728.86,185.08,-393.81,56.52,-1389.56,-2029.03,-64.08,0.0,118.36,0.0,0.0,14.29,0.0,0.0,0.0,0.0,33.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.86,0.0,0.0,0.0,0.0
126,Food,FMCG FOOD,Snacks & branded foods,Noodles pasta & soups,FMCG Food,STR01,234.39,336.56,69.64,-102.17,0.03,0.07,234.39,0.0,0.0,0.0,6.08,35.43,37.14,0.0,-1.72,87.5,87.5,0.0,582.78,0.0,83.04,20.46,405.87,87.06,-4.62,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0
127,Food,FMCG FOOD,Soup,Noodles pasta & soups,FMCG Food,STR01,116.94,1266.37,9.23,-1149.43,0.01,0.0,0.0,0.0,1241.79,-90.58,2.85,8.15,0.0,-26.59,0.0,23.0,0.0,0.0,285.88,34.74,9.53,36.1,26.4,0.0,0.0,-330.23,-102.89,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0
128,Food,BAKERY DAIRY & FROZEN,Frozen food,Nuggets & fingers,Bakery Dairy & Frozen,STR01,133.93,0.0,0.0,0.0,0.02,0.12,368.93,-63.7,1670.27,-91.98,0.0,3.99,11.96,-10.57,-7.96,75.0,206.6,-0.64,0.0,14.56,5.35,0.0,0.0,44.11,-87.87,-176.54,-103.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,GM HARDLINES,Stationery,Office stationery,Office supplies,GM Hardlines,STR01,2333.83,2688.07,86.82,-354.24,0.28,0.03,108.69,2047.24,1348.14,73.11,14.64,23.12,21.06,20.59,2.06,91.01,64.12,0.42,157.9,2.52,539.48,393.51,137.09,22.89,2256.84,277.64,94.31,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.0,0.0,0.0,0.0,0.0,0.0,165.23,10.72,1541.32,7.08,0.0,0.0
130,Food,FRESH,Vegetable,Onion potato & tomatoes,Fresh,STR01,4703.41,0.0,0.0,0.0,0.56,1.09,3458.37,36.0,12097.78,-61.12,0.0,24.45,18.74,-23.68,5.71,32.55,31.95,0.02,0.0,48.14,1150.18,0.0,0.0,648.1,77.47,-2865.03,-140.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.57,0.0,0.0,8.64,179.38,126.65,785.62,-48.25,0.0,0.0,0.0,0.0,0.0,0.0
131,Food,FMCG NON FOOD,Tooth care,Oral care,FMCG Non Food,STR01,5446.44,12822.32,42.48,-7375.88,0.65,0.55,1732.34,214.4,5666.92,-3.89,2.8,15.42,13.46,13.23,1.96,98.65,120.24,-0.18,550.37,2.18,839.77,359.22,233.78,233.17,260.15,750.01,11.97,0.0,57.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.12,0.0,0.0,0.0,0.0
132,Food,BAKERY DAIRY & FROZEN,Dairy,Paneer tofu & creams,Bakery Dairy & Frozen,STR01,5879.11,0.0,0.0,0.0,0.71,0.79,2517.1,133.57,7604.17,-22.69,0.0,1.64,14.36,9.63,-12.72,189.6,253.64,-0.25,0.0,-7.99,96.45,0.0,0.0,361.37,-73.31,732.45,-86.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,GM HARDLINES,Stationery,School accessories,Pen pencils & other supplies,GM Hardlines,STR01,223.48,3396.44,6.58,-3172.96,0.03,0.04,116.94,91.11,33.21,572.93,24.33,20.47,40.14,22.04,-19.67,63.39,69.0,-0.08,84.13,-1.57,45.75,826.51,5.54,46.94,-2.54,7.32,525.0,0.0,15.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.54,0.0,0.0,0.0,0.0
134,GM HARDLINES,Stationery,Writing instruments,Pen pencils & other supplies,GM Hardlines,STR01,932.75,5156.88,18.09,-4224.13,0.11,0.12,369.63,152.35,473.32,97.07,14.85,28.7,22.88,27.0,5.82,30.72,46.0,-0.33,193.33,1.7,267.71,765.56,34.97,84.58,216.52,127.82,109.44,0.0,23.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,10.17,20.56,49.46,1.09,0.0,0.0
135,Food,FMCG NON FOOD,Feminine hygiene,Personal care,FMCG Non Food,STR01,5505.22,8305.3,66.29,-2800.08,0.66,0.16,514.01,971.03,2626.03,109.64,2.41,-8.11,3.19,6.39,-11.3,139.16,64.25,1.17,-335.98,-14.51,-446.66,200.56,-222.71,16.38,-2826.86,167.86,-366.09,0.0,37.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,0.0,0.0,0.0
136,Food,FMCG NON FOOD,Personal grooming,Personal care,FMCG Non Food,STR01,17937.81,34660.18,51.75,-16722.37,2.15,1.61,5126.49,249.9,23217.6,-22.74,1.27,-10.38,9.01,6.11,-19.39,125.5,115.99,0.08,-817.44,-16.49,-1862.82,440.33,-423.05,461.65,-503.51,1417.97,-231.37,0.0,155.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.19,0.0,0.0,358.29,0.0
137,Food,FMCG NON FOOD,Shaving needs,Personal care,FMCG Non Food,STR01,699.99,1031.27,67.88,-331.28,0.08,0.02,61.86,1031.57,1230.96,-43.13,4.18,18.02,8.92,9.08,9.1,48.59,73.0,-0.33,431.18,8.95,126.14,43.1,292.67,5.52,2185.14,111.71,12.92,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,-225.36,4.11,-5483.21,-32.19,0.0,0.0
138,Home Fashion,Home Fashion,Cushion pillow & bolster,Pillows & cushions,Home Fashion,STR01,3117.18,7547.29,41.3,-4430.11,0.37,0.19,591.44,427.05,1561.48,99.63,18.16,20.05,25.47,3.25,-5.42,278.23,348.95,-0.2,110.41,16.8,624.96,1370.42,45.6,150.64,314.87,50.68,1133.15,0.0,33.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.09,0.0,0.0,0.0,0.0
139,Food,FMCG NON FOOD,Pooja needs,Pooja needs,FMCG Non Food,STR01,461.15,556.84,82.82,-95.69,0.06,0.02,56.55,715.47,696.6,-33.8,6.95,35.83,36.18,29.19,-0.35,37.15,20.0,0.86,515.34,6.64,165.25,38.72,426.78,20.46,707.67,203.37,-18.74,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0
140,Food,FMCG FOOD,Instant food,Ready to cook,FMCG Food,STR01,887.47,2237.02,39.67,-1349.55,0.11,0.3,961.52,-7.7,1691.83,-47.54,0.7,8.47,11.52,-39.06,-3.05,86.38,70.25,0.23,1203.16,47.52,75.13,15.74,477.32,110.74,-32.16,-660.75,-111.37,0.0,10.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,-404.11,8.92,-4530.38,-45.54,0.0,0.0
141,Food,FMCG NON FOOD,Aircare,Repellents & fresheners,FMCG Non Food,STR01,1393.31,2176.02,64.03,-782.71,0.17,0.28,876.21,59.02,3123.0,-55.39,3.83,18.4,15.09,19.15,3.31,74.73,86.16,-0.13,480.84,-0.76,256.31,83.25,307.88,132.18,93.91,598.1,-57.15,0.0,9.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68,0.0,0.0,0.0,0.0
142,Food,FMCG NON FOOD,Pest control,Repellents & fresheners,FMCG Non Food,STR01,2681.9,154.19,1739.35,2527.71,0.32,0.31,978.8,174.0,3444.95,-22.15,2.9,9.59,9.57,11.07,0.02,121.72,144.38,-0.16,330.8,-1.48,257.19,4.47,5753.69,93.63,174.69,381.38,-32.56,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,-25.42,0.0
143,Food,STAPLE,Processed grains,Rice & cereal grains,Staple,STR01,3476.8,5888.61,59.04,-2411.81,0.42,0.23,727.4,377.98,7207.03,-51.76,18.59,16.41,19.63,17.9,-3.22,88.35,59.7,0.48,88.27,-1.49,570.45,1094.51,52.12,142.8,299.47,1289.8,-55.77,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.48,0.0,0.0,0.0,0.0
144,Food,STAPLE,Rice,Rice & cereal grains,Staple,STR01,15133.94,23120.34,65.46,-7986.4,1.82,1.88,5959.8,153.93,30892.7,-51.01,13.97,10.73,14.52,5.99,-3.79,78.06,59.79,0.31,76.84,4.74,1624.35,3229.39,50.3,865.35,87.71,1851.29,-12.26,0.0,104.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.18,0.0,0.0,0.0,0.0
145,Food,STAPLE,Salt,Salt & sugar,Staple,STR01,840.72,1633.27,51.47,-792.55,0.1,0.1,329.0,155.54,1488.09,-43.5,12.27,14.46,13.02,13.36,1.45,24.79,20.56,0.21,117.92,1.11,121.6,200.34,60.7,42.83,183.91,198.74,-38.81,0.0,7.35,0.0,0.0,28.74,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,0.0,0.0,0.0,0.0
146,Food,STAPLE,Sugar,Salt & sugar,Staple,STR01,9896.46,39411.67,25.11,-29515.21,1.19,0.4,1280.89,672.62,21697.53,-54.39,2.84,-1.64,13.05,-9.95,-14.7,50.73,43.8,0.16,-57.85,8.31,-162.74,1120.36,-14.53,167.17,-197.35,-2158.83,-92.46,0.0,177.35,0.0,0.0,642.06,0.0,0.0,0.0,0.0,50.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.13,0.0,0.0,0.0,0.0
147,Food,BAKERY DAIRY & FROZEN,Frozen food,Sea food,Bakery Dairy & Frozen,STR01,1852.09,23878.52,7.76,-22026.43,0.22,0.0,0.0,0.0,710.11,160.82,1.49,11.38,0.0,11.62,0.0,327.88,0.0,0.0,762.13,-0.24,210.84,356.67,59.11,0.0,0.0,82.53,155.47,0.0,107.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.2,0.0,0.0,0.0,0.0
148,Food,FMCG NON FOOD,Pharmacy,Sexual wellness,FMCG Non Food,STR01,284.15,0.0,0.0,0.0,0.03,0.05,144.92,96.07,129.5,119.42,0.0,23.43,17.3,17.08,6.13,103.67,171.0,-0.39,0.0,6.35,66.57,0.0,0.0,25.07,165.54,22.12,200.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Food,FMCG NON FOOD,Shoe care,Shoe care,FMCG Non Food,STR01,119.5,78.22,152.77,41.28,0.01,0.0,0.0,0.0,123.3,-3.08,0.79,11.33,0.0,6.28,0.0,47.0,0.0,0.0,1429.48,5.05,13.54,0.62,2183.87,0.0,0.0,7.74,74.94,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
150,Food,FMCG NON FOOD,Body care,Skin care,FMCG Non Food,STR01,1454.27,8406.96,17.3,-6952.69,0.17,0.0,0.0,0.0,694.62,109.36,1.72,-2.71,0.0,18.83,0.0,190.67,0.0,0.0,-157.49,-21.53,-39.39,144.59,-27.24,0.0,0.0,130.77,-130.12,0.0,37.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0,0.0,0.0,0.0
151,Food,FMCG NON FOOD,Face care,Skin care,FMCG Non Food,STR01,5194.38,13750.65,37.78,-8556.27,0.62,0.46,1462.86,255.08,2987.56,73.87,3.03,6.18,-0.3,15.84,6.48,149.1,107.49,0.39,203.83,-9.66,320.87,416.73,77.0,-4.39,-7409.11,473.25,-32.2,0.0,61.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.82,0.0,0.0,210.94,0.0
152,Food,FMCG Non Food,Face care,Skin care,FMCG Non Food,STR01,75.42,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,6.01,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Food,FMCG NON FOOD,Skin care,Skin care,FMCG Non Food,STR01,164.4,0.0,0.0,0.0,0.02,0.0,0.0,0.0,259.53,-36.65,0.0,23.45,0.0,14.77,0.0,97.0,0.0,0.0,0.0,8.68,38.56,0.0,0.0,0.0,0.0,38.34,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Food,FMCG FOOD,Diet & healthy namkeen,Snacks & namkeens,FMCG Food,STR01,1436.24,5524.23,26.0,-4087.99,0.17,0.52,1653.79,-13.15,3172.97,-54.74,1.43,5.93,13.7,12.54,-7.77,30.93,33.68,-0.08,413.85,-6.61,85.13,79.12,107.6,226.52,-62.42,397.9,-78.61,0.0,24.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0,-274.89,22.02,-1248.37,-19.14,0.0,0.0
155,Food,FMCG FOOD,Papad,Snacks & namkeens,FMCG Food,STR01,251.9,1984.7,12.69,-1732.8,0.03,0.06,205.0,22.88,1959.62,-87.15,3.66,27.05,14.8,21.7,12.25,43.0,102.5,-0.58,739.8,5.35,68.15,72.58,93.9,30.35,124.55,425.24,-83.97,0.0,8.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.91,0.0,0.0,0.0,0.0
156,Food,FMCG FOOD,Salted namkeen,Snacks & namkeens,FMCG Food,STR01,14573.36,42660.45,34.16,-28087.09,1.75,1.8,5710.77,155.19,19576.62,-25.56,0.7,-14.77,12.31,9.94,-27.08,57.83,56.34,0.03,-2098.53,-24.71,-2152.02,300.19,-716.89,703.17,-406.05,1946.25,-210.57,416.33,191.97,216.87,2.86,0.0,0.0,0.0,0.0,0.0,54.61,0.0,0.0,0.0,0.0,0.0,0.0,-221.42,170.08,-130.19,-1.52,0.0,0.0
157,GM HARDLINES,Toys,Motion toys,Soft toys,GM Hardlines,STR01,356.25,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,24.21,0.0,0.0,0.0,399.0,0.0,0.0,0.0,0.0,86.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,GM HARDLINES,Toys,Stuffed toys,Soft toys,GM Hardlines,STR01,3430.76,3281.38,104.55,149.38,0.41,0.3,960.72,257.1,799.45,329.14,22.92,1.84,25.31,22.0,-23.47,274.46,269.0,0.02,8.01,-20.16,63.01,751.99,8.38,243.12,-74.08,175.87,-64.17,0.0,14.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,-149.4,13.08,-1142.2,-4.35,0.0,0.0
159,GM HARDLINES,Electronics,Sound,Speakers headphones & gadgets,GM Hardlines,STR01,199.96,0.0,0.0,0.0,0.02,0.0,0.0,0.0,938.97,-78.7,0.0,13.98,0.0,18.74,0.0,58.99,0.0,0.0,0.0,-4.76,27.96,0.0,0.0,0.0,0.0,175.97,-84.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Food,STAPLE,Blended spices,Spices & condiments,Staple,STR01,2984.73,4080.08,73.15,-1095.35,0.36,0.38,1208.28,147.02,3567.07,-16.33,17.43,17.22,19.05,10.23,-1.84,68.59,55.78,0.23,98.8,6.99,513.9,711.01,72.28,230.22,123.22,365.0,40.79,0.0,18.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.27,0.0,0.0,0.0,0.0
161,Food,STAPLE,Condiments,Spices & condiments,Staple,STR01,1107.93,795.93,139.2,312.0,0.13,0.18,583.06,90.02,208.34,431.79,22.19,13.87,18.91,19.68,-5.05,72.24,72.0,0.0,62.5,-5.81,153.63,176.6,86.99,110.28,39.31,41.0,274.71,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,0.0,0.0,0.0
162,Food,STAPLE,Staight spices,Spices & condiments,Staple,STR01,9052.01,15179.69,59.63,-6127.68,1.09,1.13,3602.9,151.24,16432.95,-44.92,20.42,19.52,20.92,12.68,-1.4,74.23,62.02,0.2,95.56,6.84,1766.77,3100.45,56.98,753.6,134.44,2083.97,-15.22,0.0,68.31,0.0,0.0,627.55,0.0,0.0,0.0,0.0,19.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.52,0.0,0.0,0.0,0.0
